OBJECTID,AIN,APN,SitusHouseNo,SitusFraction,SitusDirection,SitusUnit,SitusStreet,SitusAddress,SitusCity,SitusZIP,SitusFullAddress,TaxRateArea,TaxRateCity,AgencyClassNo,AgencyName,AgencyType,UseCode,UseCode_2,UseType,UseDescription,DesignType1,YearBuilt1,EffectiveYear1,Units1,Bedrooms1,Bathrooms1,SQFTmain1,DesignType2,YearBuilt2,EffectiveYear2,Units2,Bedrooms2,Bathrooms2,SQFTmain2,DesignType3,YearBuilt3,EffectiveYear3,Units3,Bedrooms3,Bathrooms3,SQFTmain3,DesignType4,YearBuilt4,EffectiveYear4,Units4,Bedrooms4,Bathrooms4,SQFTmain4,DesignType5,YearBuilt5,EffectiveYear5,Units5,Bedrooms5,Bathrooms5,SQFTmain5,RecDate,RecDocNo,Roll_Year,Roll_LandValue,Roll_ImpValue,Roll_PersPropValue,Roll_FixtureValue,Roll_HomeOwnersExemp,Roll_RealEstateExemp,Roll_PersPropExemp,Roll_FixtureExemp,Roll_LandBaseYear,Roll_ImpBaseYear,LastSaleDate,LastSaleAmount,QualityClass1,QualityClass2,QualityClass3,QualityClass4,QualityClass5,LegalDescLine1,LegalDescLine2,LegalDescLine3,LegalDescLine4,LegalDescLine5,LegalDescLineLast,LegalDescription,SpatialChangeDate,ParcelCreateDate,ParcelTypeCode,Assr_Map,Assr_Index_Map,CENTER_LAT,CENTER_LON,CENTER_X,CENTER_Y,LAT_LON,Fire_Name,* Damage,Structure Category,Total_Units,GlobalID,SHAPE__Area,SHAPE__Length,Tot_SqFt,DINS_Count,LCITY,COMMUNITY,BSD_Tag,,Estimated Property Tax,,,AvgTaxRate (in Decimal | Percent: 1.18%)
111127,5751014019,5751-014-019,1025, ,N, ,VINEDO AVE,1025 N VINEDO AVE,PASADENA CA,91107-1820,1025 N VINEDO AVE PASADENA CA 91107,7500,PASADENA,,,,01D6,1,Residential,Single,130,1946,1948,1,2,2,1581,130,1946,1999,1,1,1,723,,,,,,,,,,,,,,,,,,,,,,20240126,,2024,477089,163865,0,0,7000,0,0,0,2003,2003,20030321,9,D55D ,D6B  ,,,,TRACT # 7446 LOT  131,,,,,,TRACT # 7446 LOT  131,5/18/2022 17:12,0,0,5751-014,5751-NDX,34.16386077,-118.0953472,6532823.373,1882027.89,"34.163861, -118.095347",Eaton,Destroyed (>50%),Single Residence,2,81567699-d752-4db1-bef5-e4c1faac6be6,7023.726563,381.0999288,2304,2,Pasadena, ,,,5629.65,,,
111128,4490011904,4490-011-904,0, , , , ,, , ,,67,LOS ANGELES,0,State of Calif (Santa Monica Mtns Conserv),Miscellaneous,540V,54,Irrigated Farm,Pasture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20030328,,,,,,,,,,,0,0,0,0,,,,,,OFFICIAL MAP L A CO,,,,,1-76-92 POR OF LOTS 4 AND 7 DIV 1 REG 36,OFFICIAL MAP L A CO 1-76-92 POR OF LOTS 4 AND 7 DIV 1 REG 36,9/27/2019 12:50,19981028,0,4490-011,4490-NDX,34.12421186,-118.5071504,6408177.53,1867972.468,"34.124212, -118.507150",Palisades,No Damage,Infrastructure,1,5258dbde-29b4-42aa-bde8-1efa5ccfd641,15625746.63,40128.58245,0,1,Los Angeles,Brentwood,,,N/A,,,
111129,5760030017,5760-030-017,1670, , , ,CARRIAGE HOUSE RD,1670 CARRIAGE HOUSE RD,PASADENA CA,91107-1362,1670 CARRIAGE HOUSE RD PASADENA CA 91107,7500,PASADENA,0,,,101,1,Residential,Single,131,1959,1970,1,5,3,3192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170823,957264,2024,402679,294592,0,0,0,0,0,0,1999,1999,19990114,9,D75D ,,,,,TRACT NO 22103 LOT   45,,,,,,TRACT NO 22103 LOT   45,,0,0,5760-030,5760-NDX,34.17566421,-118.0706595,6540294.616,1886317.209,"34.175664, -118.070660",Eaton,No Damage,Single Residence,1,517db97e-04eb-46c8-aaeb-becc9612202f,16296.87304,533.5297239,3192,1,Pasadena, ,,,4751.61,,,
111130,5751014020,5751-014-020,1031, ,N, ,VINEDO AVE,1031 N VINEDO AVE,PASADENA CA,91107-1820,1031 N VINEDO AVE PASADENA CA 91107,7500,PASADENA,,,,100,1,Residential,Single,112,1927,1937,1,2,1,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20081223,2247286,2024,25926,40346,0,0,7000,0,0,0,1975,1975,0,0,D6B  ,,,,,TRACT # 7446 LOT  132,,,,,,TRACT # 7446 LOT  132,5/18/2022 17:12,0,0,5751-014,5751-NDX,34.16399815,-118.0953452,6532824.035,1882077.885,"34.163998, -118.095345",Eaton,Destroyed (>50%),Single Residence,1,f7cac421-0fbe-45ad-8331-d907de09f73c,7024.913086,381.1099725,1050,3,Pasadena, ,,,305.93,,,
111131,5763006034,5763-006-034,845, , , ,CANYON CREST DR,845 CANYON CREST DR,SIERRA MADRE CA,91024-1313,845 CANYON CREST DR SIERRA MADRE CA 91024,7516,SIERRA MADRE,0,,,101,1,Residential,Single,131,1949,1949,1,2,2,1037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20130603,824414,2024,497395,171086,0,0,7000,0,0,0,2013,2013,20130603,515005,D55C ,,,,,*TR=PARCEL,,,,,MAP AS PER BK 143 P 62-63 OF PM LOT    2,*TR=PARCEL MAP AS PER BK 143 P 62-63 OF PM LOT    2,,0,0,5763-006,5763-NDX,34.1742072,-118.0442765,6548274.346,1885782.446,"34.174207, -118.044277",Eaton,No Damage,Single Residence,1,d379d6de-8b25-4547-91cd-25a00794e900,6482.882384,365.6894649,1037,2,Sierra Madre, ,,,5869.26,,,
111132,5751014021,5751-014-021,1039, ,N, ,VINEDO AVE,1039 N VINEDO AVE,PASADENA CA,91107-1820,1039 N VINEDO AVE PASADENA CA 91107,7500,PASADENA,,,,100,1,Residential,Single,130,1926,1960,1,2,2,1374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230210,87013,2024,870060,289680,0,0,0,0,0,0,2023,2023,20230210,1137011,D75  ,,,,,TRACT # 7446 LOT  133,,,,,,TRACT # 7446 LOT  133,5/18/2022 17:12,0,0,5751-014,5751-NDX,34.16413554,-118.0953431,6532824.7,1882127.885,"34.164136, -118.095343",Eaton,No Damage,Single Residence,1,6424da43-6bf7-40ea-b886-4c958b5b2b9d,7024.867188,381.1099119,1374,2,Pasadena, ,,,10266.71,,,
111133,5760030018,5760-030-018,0, , , , ,, , ,,7500,PASADENA,0,,,010V,1,Residential,Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210604,885896,2024,204,0,0,0,0,0,0,0,1975,1975,19750305,9,,,,,,0.07 MORE OR LESS,AC COM AT MOST W COR OF LOT 17 TR NO,29509 TH SE ON SW LINE OF SD LOT TO NW,LINE OF HASTINGS RANCH DR TH SW THEREON,SEE ASSESSOR MAPBOOK FOR MISSING PORTION,1/4 OF NE 1/4 OF SEC   18 T   1N R 11W,"0.07 MORE OR LESS AC COM AT MOST W COR OF LOT 17 TR NO 29509 TH SE ON SW LINE OF SD LOT TO NW LINE OF HASTINGS RANCH DR TH SW THEREON TO NE LINE OF LOT 16 SD TR TH NW ON SD NE LINE 111.99 FT TH SW ON NW LINE OF SD LOT 16,66.97 FT TH NE TO BEG PART OF NW 1/4 OF NE 1/4 OF SEC   18 T   1N R 11W",,0,0,5760-030,5760-NDX,34.17549402,-118.0716345,6539999.674,1886255.482,"34.175494, -118.071634",Eaton,No Data/Vacant,,0,749a49cf-25a2-4720-9d65-716a16ee987a,3803.762695,416.7291704,0,,Pasadena, ,,,2.41,,,
111134,5751014023,5751-014-023,1055, ,N, ,VINEDO AVE,1055 N VINEDO AVE,PASADENA CA,91107-1820,1055 N VINEDO AVE PASADENA CA 91107,7500,PASADENA,,,,100,1,Residential,Single,110,1930,1930,1,3,2,1922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19921001,1840448,2024,323436,250180,0,0,0,0,0,0,1993,1993,19921001,337503,D55B ,,,,,TRACT # 7446 LOT  135,,,,,,TRACT # 7446 LOT  135,5/18/2022 17:13,0,0,5751-014,5751-NDX,34.16441031,-118.095339,6532826.03,1882227.877,"34.164410, -118.095339",Eaton,No Damage,Single Residence,1,0fdfeba2-c0b1-4052-9766-dd2328f64b8f,7023.9375,381.0908536,1922,1,Pasadena, ,,,3816.54,,,
111135,5763006037,5763-006-037,734, , , ,SKYLAND DR,734 SKYLAND DR,SIERRA MADRE CA,91024-1339,734 SKYLAND DR SIERRA MADRE CA 91024,7516,SIERRA MADRE,,,,101,1,Residential,Single,131,1925,1955,1,3,3,1868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20141117,1221234,2024,422578,442572,0,0,7000,0,0,0,1994,1994,20141117,1139011,D7A  ,,,,,"TR=4450 LOTS 72,73 AND 74",,,,,,"TR=4450 LOTS 72,73 AND 74",1/12/2016 13:29,20150102,0,5763-006,5763-NDX,34.1735932,-118.0452384,6547983.291,1885559.101,"34.173593, -118.045238",Eaton,No Damage,Single Residence,1,972153af-a20b-4e3e-ae60-7f7b4206062d,11906.70121,434.3226012,1868,1,Sierra Madre, ,,,4986.42,,,
111136,5751014024,5751-014-024,1063, ,N, ,VINEDO AVE,1063 N VINEDO AVE,PASADENA CA,91107-1820,1063 N VINEDO AVE PASADENA CA 91107,7500,PASADENA,,,,100,1,Residential,Single,130,1928,1928,1,2,1,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20240109,,2024,601290,150315,0,0,7000,0,0,0,2005,2005,20240109,1075010,D5C  ,,,,,TRACT # 7446 LOT  136,,,,,,TRACT # 7446 LOT  136,5/18/2022 17:13,0,0,5751-014,5751-NDX,34.1645477,-118.095337,6532826.703,1882277.875,"34.164548, -118.095337",Eaton,No Damage,Single Residence,1,84ee7147-883e-43e3-84b4-8bd197db4280,7024.164063,381.0805803,980,2,Pasadena, ,,,7095.22,,,
111137,5760030019,5760-030-019,3670, , , ,RANCH TOP RD,3670 RANCH TOP RD,PASADENA CA,91107-1326,3670 RANCH TOP RD PASADENA CA 91107,7500,PASADENA,0,,,100,1,Residential,Single,130,1981,1981,1,4,4,4691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200225,223946,2024,239502,518938,0,0,0,0,0,0,1997,1997,19961120,9,D9A  ,,,,,*TR=29509*(EX OF ST) LOT   10,,,,,,*TR=29509*(EX OF ST) LOT   10,,0,0,5760-030,5760-NDX,34.17486121,-118.0730541,6539570.125,1886025.499,"34.174861, -118.073054",Eaton,Minor (10-25%),Single Residence,1,7e416c8d-4dd7-4f5d-bd81-c03968877a73,13000.60404,464.6219574,4691,1,Pasadena, ,,,2826.12,,,
111138,5751014025,5751-014-025,1071, ,N, ,VINEDO AVE,1071 N VINEDO AVE,PASADENA CA,91107-1820,1071 N VINEDO AVE PASADENA CA 91107,7500,PASADENA,,,,100,1,Residential,Single,110,1946,1946,1,2,1,1112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20130612,877899,2024,63960,149275,0,0,7000,0,0,0,1984,1984,19830819,9,D55C ,,,,,TRACT # 7446 LOT  137,,,,,,TRACT # 7446 LOT  137,5/18/2022 17:13,0,0,5751-014,5751-NDX,34.16468509,-118.0953349,6532827.37,1882327.873,"34.164685, -118.095335",Eaton,No Damage,Single Residence,1,b0af6f8d-77cf-44c5-80b3-cb8e6b0afaca,7023.445313,381.0705853,1112,2,Pasadena, ,,,754.73,,,
111139,5763007006,5763-007-006,662, , , ,SKYLAND DR,662 SKYLAND DR,SIERRA MADRE CA,91024-1338,662 SKYLAND DR SIERRA MADRE CA 91024,7516,SIERRA MADRE,,,,100,1,Residential,Single,130,1949,1954,1,4,2,1367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19851011,1193179,2024,117122,119074,0,0,7000,0,0,0,1986,1986,19851011,121501,D6D  ,,,,,TRACT # 4450 LOT 5 AND LOT,COM AT NW COR OF LOT 6 TH S ON W LINE,OF SD LOT 88.02 FT TH E ON S LINE OF SD,LOT 24 FT TH N 2¢37' E TO N LINE OF SD,,LOT TH W THEREON TO BEG PART OF LOT    6,TRACT # 4450 LOT 5 AND LOT COM AT NW COR OF LOT 6 TH S ON W LINE OF SD LOT 88.02 FT TH E ON S LINE OF SD LOT 24 FT TH N 2¢37' E TO N LINE OF SD LOT TH W THEREON TO BEG PART OF LOT    6,,0,0,5763-007,5763-NDX,34.17230659,-118.0451501,6548009.793,1885090.866,"34.172307, -118.045150",Eaton,No Damage,Single Residence,1,1231ba7d-c492-482c-899b-c6bc3fcff2ec,5279.012506,292.5955728,1367,2,Sierra Madre, ,,,1382.04,,,
111140,5751014026,5751-014-026,1081, ,N, ,VINEDO AVE,1081 N VINEDO AVE,PASADENA CA,91107-1820,1081 N VINEDO AVE PASADENA CA 91107,7500,PASADENA,,,,01D6,1,Residential,Single,130,1939,1939,1,3,2,1331,130,2023,2023,1,1,1,504,,,,,,,,,,,,,,,,,,,,,,20200727,838113,2024,577557,288985,0,0,7000,0,0,0,2013,2013,20130617,9,D55D ,D6A  ,,,,TRACT # 7446 LOT  138,,,,,,TRACT # 7446 LOT  138,5/18/2022 17:13,0,0,5751-014,5751-NDX,34.16482256,-118.095333,6532828,1882377.899,"34.164823, -118.095333",Eaton,No Damage,Single Residence,2,dac2bf77-06eb-4098-97f9-d832273bc400,7032.616211,381.1983266,1835,2,Pasadena, ,,,6815.17,,,
111141,5763007007,5763-007-007,642, , , ,SKYLAND DR,642 SKYLAND DR,SIERRA MADRE CA,91024-1338,642 SKYLAND DR SIERRA MADRE CA 91024,7516,SIERRA MADRE,,,,100,1,Residential,Single,120,1949,1953,1,3,2,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180828,866016,2024,690308,172575,0,0,0,0,0,0,2019,2019,20180828,789007,D6C  ,,,,,TRACT # 4450 LOT 7,AND LOT COM AT SE COR OF LOT 6 TH S 86¢,W 14 FT TH N 2¢37' E TO N LINE OF SD LOT,TH E THEREON TO E LINE OF SD LOT TH S,,THEREON 83.67 FT TO BEG PART OF LOT    6,TRACT # 4450 LOT 7 AND LOT COM AT SE COR OF LOT 6 TH S 86¢ W 14 FT TH N 2¢37' E TO N LINE OF SD LOT TH E THEREON TO E LINE OF SD LOT TH S THEREON 83.67 FT TO BEG PART OF LOT    6,,0,0,5763-007,5763-NDX,34.17230345,-118.0449602,6548067.223,1885089.685,"34.172303, -118.044960",Eaton,No Damage,Single Residence,1,b97d481a-1870-451c-9c4c-cbd0de7a02f2,4450.987132,268.2686331,2025,1,Sierra Madre, ,,,8145.63,,,
111142,5760030020,5760-030-020,3675, , , ,RANCH TOP RD,3675 RANCH TOP RD,PASADENA CA,91107-1327,3675 RANCH TOP RD PASADENA CA 91107,7500,PASADENA,0,,,101,1,Residential,Single,133,1965,1965,1,4,3,2676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20151102,1341507,2024,696348,348173,0,0,0,0,0,0,2016,2016,20151102,900009,D75B ,,,,,*TR=29509*(EX OF ST) LOT   11,,,,,,*TR=29509*(EX OF ST) LOT   11,,0,0,5760-030,5760-NDX,34.17506856,-118.072473,6539745.939,1886100.833,"34.175069, -118.072473",Eaton,Destroyed (>50%),Single Residence,1,ad6aa974-57fc-42e8-b4d2-cdfc8ee95192,12168.94694,443.084047,2676,1,Pasadena, ,,,8216.91,,,
111143,5751015005,5751-015-005,1046, , , ,DEL REY AVE,1046 DEL REY AVE,PASADENA CA,91107-1808,1046 DEL REY AVE PASADENA CA 91107,7500,PASADENA,,,,100,1,Residential,Single,130,1999,1999,1,3,2,1910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20220228,152018,2024,567601,506593,0,0,7000,0,0,0,1995,1995,20220228,9,D7B  ,,,,,TRACT # 7446 LOT   67,,,,,,TRACT # 7446 LOT   67,5/18/2022 17:35,0,0,5751-015,5751-NDX,34.16425003,-118.0969009,6532353.5,1882169.999,"34.164250, -118.096901",Eaton,No Damage,Single Residence,1,07112349-8981-487d-a3a6-a6b3831c3c48,7039.501953,381.7067933,1910,2,Pasadena, ,,,6697.69,,,
111144,5763007008,5763-007-008,645, , , ,CANYON CREST DR,645 CANYON CREST DR,SIERRA MADRE CA,91024-1309,645 CANYON CREST DR SIERRA MADRE CA 91024,7516,SIERRA MADRE,,,,100,1,Residential,Single,130,1980,1980,1,3,2,2248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20171023,1209950,2024,382057,363812,0,0,7000,0,0,0,2002,2002,20020111,9,D7B  ,,,,,TRACT # 4450 LOT    8,,,,,,TRACT # 4450 LOT    8,,0,0,5763-007,5763-NDX,34.17204118,-118.0453876,6547937.883,1884994.312,"34.172041, -118.045388",Eaton,No Damage,Single Residence,1,6720e282-8343-47b0-b475-404802057a92,4605.347277,284.5159599,2248,1,Sierra Madre, ,,,4508.27,,,
111145,5760030021,5760-030-021,0, , , , ,, , ,,7500,PASADENA,0,,,010V,1,Residential,Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20220818,826212,2024,61200,0,0,0,0,0,0,0,2023,2023,20220805,9,,,,,,POR OF LOT 4 IN,,,,,THE NW 1/4 OF NE 1/4 OF SEC 18 T1N R11W,POR OF LOT 4 IN THE NW 1/4 OF NE 1/4 OF SEC 18 T1N R11W,,19930817,0,5760-030,5760-NDX,34.17499962,-118.0731891,6539529.327,1886075.9,"34.175000, -118.073189",Eaton,No Data/Vacant,,0,c0675328-2bf0-4c60-a567-8c8146c17cf7,2891.458008,360.1900149,0,,Pasadena, ,,,722.16,,,
111146,5751015006,5751-015-006,1038, , , ,DEL REY AVE,1038 DEL REY AVE,PASADENA CA,91107-1808,1038 DEL REY AVE PASADENA CA 91107,7500,PASADENA,0,,,100,1,Residential,Single,110,1925,1925,1,2,1,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170616,670321,2024,417012,32088,0,0,0,0,0,0,1990,1990,19900223,9,D55C ,,,,,TRACT # 7446 LOT   68,,,,,,TRACT # 7446 LOT   68,5/18/2022 17:35,0,0,5751-015,5751-NDX,34.16411265,-118.096903,6532352.808,1882120.004,"34.164113, -118.096903",Eaton,No Damage,Single Residence,1,8eb3af82-ca28-4274-823f-c9dfc39c4069,7037.197266,381.6163853,976,2,Pasadena, ,,,4920.74,,,
111147,5751015007,5751-015-007,1030, , , ,DEL REY AVE,1030 DEL REY AVE,PASADENA CA,91107-1808,1030 DEL REY AVE PASADENA CA 91107,7500,PASADENA,,,,100,1,Residential,Single,130,1941,1961,1,3,2,1803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20160524,589424,2024,298615,122407,0,0,7000,0,0,0,1993,1993,19921211,9,D65A ,,,,,TRACT # 7446 LOT   69,,,,,,TRACT # 7446 LOT   69,5/18/2022 17:35,0,0,5751-015,5751-NDX,34.16397526,-118.0969052,6532352.122,1882070.006,"34.163975, -118.096905",Eaton,No Damage,Single Residence,1,183877bb-0d70-4201-909b-dc651766ffb8,7036.210938,381.5570366,1803,2,Pasadena, ,,,3523.66,,,
111148,5763007009,5763-007-009,661, , , ,CANYON CREST DR,661 CANYON CREST DR,SIERRA MADRE CA,91024-1309,661 CANYON CREST DR SIERRA MADRE CA 91024,7516,SIERRA MADRE,,,,100,1,Residential,Single,110,1943,1944,1,3,1,1410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230915,614750,2024,890000,222500,0,0,7000,0,0,0,2024,2024,20230915,1112511,D5C  ,,,,,TRACT # 4450 LOTS 9 AND LOT   10,,,,,,TRACT # 4450 LOTS 9 AND LOT   10,,0,0,5763-007,5763-NDX,34.17207293,-118.0451655,6548005.089,1885005.837,"34.172073, -118.045165",Eaton,No Damage,Single Residence,1,0fb6d744-1663-4516-86fa-0341ff885f39,7382.970456,351.3244095,1410,1,Sierra Madre, ,,,10502,,,
111149,5760031002,5760-031-002,4068, , , ,PARK VISTA DR,4068 PARK VISTA DR,PASADENA CA,91107-1322,4068 PARK VISTA DR PASADENA CA 91107,7500,PASADENA,0,,,109,1,Residential,Single,010X,1978,1978,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100810,1103727,2024,364251,37677,0,0,0,0,0,0,2011,2011,20100810,1051010,0,,,,,TRACT NO 30597 LOT   37,,,,,,TRACT NO 30597 LOT   37,,0,0,5760-031,5760-NDX,34.17429436,-118.0658391,6541752.304,1885817.708,"34.174294, -118.065839",Eaton,No Data/Vacant,,0,bd6d1562-a0cf-41f9-9d7a-5b12db6ead6d,12400.72164,461.2942136,0,,Pasadena, ,,,4298.16,,,
111150,5751015008,5751-015-008,1022, , , ,DEL REY AVE,1022 DEL REY AVE,PASADENA CA,91107-1808,1022 DEL REY AVE PASADENA CA 91107,7500,PASADENA,,,,100,1,Residential,Single,130,1928,1954,1,4,3,1553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20240327,,2024,651385,189883,0,0,7000,0,0,0,2014,2014,20240327,0,D55D ,,,,,TRACT # 7446 LOT   70,,,,,,TRACT # 7446 LOT   70,5/18/2022 17:35,0,0,5751-015,5751-NDX,34.16383786,-118.0969072,6532351.44,1882020.006,"34.163838, -118.096907",Eaton,No Damage,Single Residence,1,0567fb28-f86e-4652-8cac-e331528c0d46,7034.381836,381.4856663,1553,2,Pasadena, ,,,7686.34,,,
111151,5751015009,5751-015-009,1014, , , ,DEL REY AVE,1014 DEL REY AVE,PASADENA CA,91107-1808,1014 DEL REY AVE PASADENA CA 91107,7500,PASADENA,,,,100,1,Residential,Single,130,1938,1958,1,3,2,1480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20041110,2919317,2024,530223,195237,0,0,0,0,0,0,2005,2005,20041110,485004,D65C ,,,,,TRACT # 7446 LOT   71,,,,,,TRACT # 7446 LOT   71,5/18/2022 17:35,0,0,5751-015,5751-NDX,34.16370048,-118.0969094,6532350.745,1881970.011,"34.163700, -118.096909",Eaton,No Damage,Single Residence,1,8473eff6-2014-4a5d-a102-84659945f4eb,7031.026367,381.3859453,1480,2,Pasadena, ,,,6256.63,,,
111152,5763007010,5763-007-010,667, , , ,CANYON CREST DR,667 CANYON CREST DR,SIERRA MADRE CA,91024-1309,667 CANYON CREST DR SIERRA MADRE CA 91024,7516,SIERRA MADRE,,,,101,1,Residential,Single,121,1964,1964,1,3,3,2074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20240716,,2024,18237,61260,0,0,7000,0,0,0,1975,1975,20240716,0,D65B ,,,,,TRACT # 4450 LOT   11,,,,,,TRACT # 4450 LOT   11,,0,0,5763-007,5763-NDX,34.172076,-118.0449394,6548073.492,1885006.921,"34.172076, -118.044939",Eaton,No Damage,Single Residence,1,018da955-9f4b-44ea-a94c-ca0e410ea05f,3997.727357,254.367803,2074,1,Sierra Madre, ,,,215.2,,,
111153,5760031003,5760-031-003,4044, , , ,PARK VISTA DR,4044 PARK VISTA DR,PASADENA CA,91107-1322,4044 PARK VISTA DR PASADENA CA 91107,7500,PASADENA,0,,,101,1,Residential,Single,131,1971,1971,1,3,2,2052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20111121,1575942,2024,292848,263558,0,0,7000,0,0,0,1986,1986,19850805,9,D75C ,,,,,TRACT NO 30597 LOT   38,,,,,,TRACT NO 30597 LOT   38,,0,0,5760-031,5760-NDX,34.17402002,-118.0658323,6541754.291,1885717.869,"34.174020, -118.065832",Eaton,No Damage,Single Residence,1,ec1b186d-a040-48f4-bb32-ce6f98ec2097,12327.56445,446.5536162,2052,1,Pasadena, ,,,3455.61,,,
111154,5751015010,5751-015-010,1006, , , ,DEL REY AVE,1006 DEL REY AVE,PASADENA CA,91107-1808,1006 DEL REY AVE PASADENA CA 91107,7500,PASADENA,,,,100,1,Residential,Single,110,1925,1925,1,3,1,943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19990304,355522,2024,282793,70688,0,0,7000,0,0,0,1999,1999,19990304,230002,D55C ,,,,,TRACT # 7446 LOT   72,,,,,,TRACT # 7446 LOT   72,5/18/2022 17:35,0,0,5751-015,5751-NDX,34.1635631,-118.0969115,6532350.055,1881920.016,"34.163563, -118.096912",Eaton,No Damage,Single Residence,1,583df7e1-2514-4862-bf3c-d29c5935669b,7030.449219,381.3259694,943,2,Pasadena, ,,,3336.96,,,
111155,5763007013,5763-007-013,645, , , ,SKYLAND DR,645 SKYLAND DR,SIERRA MADRE CA,91024-1337,645 SKYLAND DR SIERRA MADRE CA 91024,7516,SIERRA MADRE,,,,100,1,Residential,Single,120,1964,1964,1,3,3,1512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180413,359219,2024,617214,241729,0,0,0,0,0,0,2018,2018,20180413,770007,D65A ,,,,,TRACT # 4450 LOT   39,,,,,,TRACT # 4450 LOT   39,,0,0,5763-007,5763-NDX,34.17262738,-118.0450463,6548041.233,1885207.595,"34.172627, -118.045046",Eaton,No Damage,Single Residence,1,15b02a79-94b3-411d-80f9-20a43acf9fa1,3113.705887,241.6130475,1512,1,Sierra Madre, ,,,7283.13,,,
111156,5751015011,5751-015-011,1000, , , ,DEL REY AVE,1000 DEL REY AVE,PASADENA CA,91107-1808,1000 DEL REY AVE PASADENA CA 91107,7500,PASADENA,,,,100,1,Residential,Single,110,1938,1938,1,2,2,1344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19950908,1462870,2024,25926,48307,0,0,0,0,0,0,1975,1975,0,0,D6B  ,,,,,TRACT # 7446 LOT   73,,,,,,TRACT # 7446 LOT   73,5/18/2022 17:35,0,0,5751-015,5751-NDX,34.16342571,-118.0969136,6532349.377,1881870.019,"34.163426, -118.096914",Eaton,No Damage,Single Residence,1,660c5c93-3be4-4fe0-b004-e3f9e95049ba,7027.707031,381.236192,1344,2,Pasadena, ,,,305.93,,,
111157,5760031004,5760-031-004,4032, , , ,PARK VISTA DR,4032 PARK VISTA DR,PASADENA CA,91107-1322,4032 PARK VISTA DR PASADENA CA 91107,7500,PASADENA,0,,,101,1,Residential,Single,131,1975,1980,1,5,2,2634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20130322,431255,2024,592695,344990,0,0,7000,0,0,0,1990,1990,19891219,9,D75D ,,,,,TRACT NO 30597 LOT   39,,,,,,TRACT NO 30597 LOT   39,,0,0,5760-031,5760-NDX,34.17374601,-118.0658276,6541755.632,1885618.149,"34.173746, -118.065828",Eaton,No Damage,Single Residence,1,30e345f0-1d7f-42a4-997c-01f7aecedfb3,12134.63184,442.5786829,2634,1,Pasadena, ,,,6993.8,,,
111158,5763007016,5763-007-016,667, , , ,ORANGE DR,667 ORANGE DR,SIERRA MADRE CA,91024-1331,667 ORANGE DR SIERRA MADRE CA 91024,7516,SIERRA MADRE,,,,101,1,Residential,Single,120,1967,1967,1,3,3,2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19971117,1816379,2024,18237,102692,0,0,7000,0,0,0,1975,1975,19710913,9,D65B ,,,,,TRACT # 4450 LOT   42,,,,,,TRACT # 4450 LOT   42,,0,0,5763-007,5763-NDX,34.17278516,-118.0448632,6548096.635,1885264.988,"34.172785, -118.044863",Eaton,No Damage,Single Residence,1,8886421d-a744-4390-b059-891e7f736161,4183.913273,294.7170891,2050,1,Sierra Madre, ,,,215.2,,,
