OBJECTID,AIN,APN,SitusHouseNo,SitusFraction,SitusDirection,SitusUnit,SitusStreet,SitusAddress,SitusCity,SitusZIP,SitusFullAddress,TaxRateArea,TaxRateCity,AgencyClassNo,AgencyName,AgencyType,UseCode,UseCode_2,UseType,UseDescription,DesignType1,YearBuilt1,EffectiveYear1,Units1,Bedrooms1,Bathrooms1,SQFTmain1,DesignType2,YearBuilt2,EffectiveYear2,Units2,Bedrooms2,Bathrooms2,SQFTmain2,DesignType3,YearBuilt3,EffectiveYear3,Units3,Bedrooms3,Bathrooms3,SQFTmain3,DesignType4,YearBuilt4,EffectiveYear4,Units4,Bedrooms4,Bathrooms4,SQFTmain4,DesignType5,YearBuilt5,EffectiveYear5,Units5,Bedrooms5,Bathrooms5,SQFTmain5,RecDate,RecDocNo,Roll_Year,Roll_LandValue,Roll_ImpValue,Roll_PersPropValue,Roll_FixtureValue,Roll_HomeOwnersExemp,Roll_RealEstateExemp,Roll_PersPropExemp,Roll_FixtureExemp,Roll_LandBaseYear,Roll_ImpBaseYear,LastSaleDate,LastSaleAmount,QualityClass1,QualityClass2,QualityClass3,QualityClass4,QualityClass5,LegalDescLine1,LegalDescLine2,LegalDescLine3,LegalDescLine4,LegalDescLine5,LegalDescLineLast,LegalDescription,SpatialChangeDate,ParcelCreateDate,ParcelTypeCode,Assr_Map,Assr_Index_Map,CENTER_LAT,CENTER_LON,CENTER_X,CENTER_Y,LAT_LON,Fire_Name,* Damage,Structure Category,Total_Units,GlobalID,SHAPE__Area,SHAPE__Length,Tot_SqFt,DINS_Count,LCITY,COMMUNITY,BSD_Tag,,Estimated Property Tax,,,AvgTaxRate (in Decimal | Percent: 1.18%)
97810,4412013017,4412-013-017,677, , , ,VIA DE LA PAZ,677 VIA DE LA PAZ,LOS ANGELES CA,90272-4365,677 VIA DE LA PAZ LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,130,2007,2007,1,5,5,3708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20020603,1259191,2024,1448329,1001878,0,0,0,0,0,0,2002,2007,20020603,1000010,D11B ,,,,,TRACT,,,,,# 9300 N 56 FT OF LOT   16 BLK   22,TRACT # 9300 N 56 FT OF LOT   16 BLK   22,2/11/2019 10:14,0,0,4412-013,4412-NDX,34.04256777,-118.5286095,6401526.64,1838294.49,"34.042568, -118.528609",Palisades,Destroyed (>50%),Single Residence,1,2160b65a-52ee-4480-b7e4-3298de859228,7834.881836,391.8357464,3708,1,Los Angeles,Pacific Palisades,,,17090.28,,,0.0118
97811,4412013018,4412-013-018,671, , , ,VIA DE LA PAZ,671 VIA DE LA PAZ,LOS ANGELES CA,90272-4365,671 VIA DE LA PAZ LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,110,1941,1956,1,3,3,2234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20221012,981305,2024,2585904,646476,0,0,0,0,0,0,2023,2023,20221012,3169031,D75B ,,,,,TRACT # 9300 SW 5 FT,,,,,OF LOT 16 AND ALL OF LOT   17 BLK   22,TRACT # 9300 SW 5 FT OF LOT 16 AND ALL OF LOT   17 BLK   22,2/11/2019 10:14,0,0,4412-013,4412-NDX,34.04241847,-118.5286468,6401515.049,1838240.216,"34.042418, -118.528647",Palisades,Destroyed (>50%),Single Residence,1,8bd1c99b-6044-444c-b593-6347bc619480,7696.912109,389.8625064,2234,1,Los Angeles,Pacific Palisades,,,30513.67,,,
97812,4412013019,4412-013-019,667, , , ,VIA DE LA PAZ,667 VIA DE LA PAZ,LOS ANGELES CA,90272-4365,667 VIA DE LA PAZ LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,120,1946,1962,1,3,3,2403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20220511,514003,2024,718537,437981,0,0,7000,0,0,0,1997,1997,19970103,9,D7C  ,,,,,TRACT # 9300 LOT   18 BLK   22,,,,,,TRACT # 9300 LOT   18 BLK   22,2/11/2019 10:14,0,0,4412-013,4412-NDX,34.04227722,-118.5286821,6401504.092,1838188.87,"34.042277, -118.528682",Palisades,Destroyed (>50%),Single Residence,1,5ede8a2a-a550-4655-bf5a-9bcbfcc9a1a0,6997.078125,379.8793638,2403,1,Los Angeles,Pacific Palisades,,,8478.74,,,
97813,4412013020,4412-013-020,659, , , ,VIA DE LA PAZ,659 VIA DE LA PAZ,LOS ANGELES CA,90272-4365,659 VIA DE LA PAZ LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,121,1996,1996,1,5,4,3680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211123,1739318,2024,4577760,1716660,0,0,0,0,0,0,2022,2022,20211123,6050060,D85D ,,,,,TRACT,,,,,# 9300 LOTS 19 AND LOT   20 BLK   22,TRACT # 9300 LOTS 19 AND LOT   20 BLK   22,2/11/2019 10:14,0,0,4412-013,4412-NDX,34.04207544,-118.5287325,6401488.441,1838115.52,"34.042075, -118.528732",Palisades,Destroyed (>50%),Single Residence,1,74bbbf5a-35cb-489a-8ec1-7dfab6cd8529,13993.5332,479.8830946,3680,1,Los Angeles,Pacific Palisades,,,54017.57,,,
97814,4412013021,4412-013-021,651, , , ,VIA DE LA PAZ,651 VIA DE LA PAZ,LOS ANGELES CA,90272-4365,651 VIA DE LA PAZ LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,122,1946,1965,1,3,2,2402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180702,659921,2024,183648,219899,0,0,7000,0,0,0,1977,1977,19761201,9,D7B  ,,,,,TRACT # 9300 LOT   21 BLK   22,,,,,,TRACT # 9300 LOT   21 BLK   22,2/11/2019 10:14,0,0,4412-013,4412-NDX,34.04187366,-118.5287829,6401472.778,1838042.171,"34.041874, -118.528783",Palisades,Destroyed (>50%),Single Residence,1,846d0abe-ca8f-4157-beb7-493895e5a04c,6996.951172,379.8748996,2402,1,Los Angeles,Pacific Palisades,,,2167.05,,,
97815,4412013022,4412-013-022,647, , , ,VIA DE LA PAZ,647 VIA DE LA PAZ,LOS ANGELES CA,90272-4365,647 VIA DE LA PAZ LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,120,1950,1971,1,4,3,3207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20221201,1123724,2024,1831104,457776,0,0,0,0,0,0,2022,2022,20220121,9,D7B  ,,,,,TRACT # 9300 LOT   22 BLK   22,,,,,,TRACT # 9300 LOT   22 BLK   22,2/11/2019 10:14,0,0,4412-013,4412-NDX,34.04173914,-118.5288165,6401462.349,1837993.269,"34.041739, -118.528816",Palisades,Destroyed (>50%),Single Residence,1,f37dea73-6104-4589-8e1b-4220e934beaa,6997.348633,379.8869727,3207,1,Los Angeles,Pacific Palisades,,,21607.03,,,
97816,4412013023,4412-013-023,641, , , ,VIA DE LA PAZ,641 VIA DE LA PAZ,LOS ANGELES CA,90272-4365,641 VIA DE LA PAZ LOS ANGELES CA 90272,67,LOS ANGELES,0,,,200,2,Residential,Two Units,100,1942,1942,1,2,1,598,120,1942,1942,1,5,3,2379,,,,,,,,,,,,,,,,,,,,,,20210419,615643,2024,418509,251092,1000,0,0,0,0,0,1982,1982,19810332,9,D5A  ,D75B ,,,,TRACT # 9300,,,,,LOT 23 AND NE 25 FT OF LOT   24 BLK   22,TRACT # 9300 LOT 23 AND NE 25 FT OF LOT   24 BLK   22,2/11/2019 10:14,0,0,4412-013,4412-NDX,34.041571,-118.5288585,6401449.296,1837932.147,"34.041571, -118.528858",Palisades,Destroyed (>50%),Single Residence,2,fc9d25bb-6f58-4e23-81fd-818dfa5d82b4,10495.57422,429.8850708,2977,2,Los Angeles,Pacific Palisades,,,4938.41,,,
97817,4412013024,4412-013-024,631, , , ,VIA DE LA PAZ,631 VIA DE LA PAZ,LOS ANGELES CA,90272-4365,631 VIA DE LA PAZ LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,123,1923,1947,1,5,5,3564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180531,540948,2024,3257313,920902,0,0,0,0,0,0,2018,2018,20171013,9,D9B  ,,,,,TRACT # 9300 SW 25 FT,,,,,OF LOT 24 AND ALL OF LOT   25 BLK   22,TRACT # 9300 SW 25 FT OF LOT 24 AND ALL OF LOT   25 BLK   22,2/11/2019 10:14,0,0,4412-013,4412-NDX,34.04136923,-118.5289089,6401433.639,1837858.799,"34.041369, -118.528909",Palisades,Destroyed (>50%),Single Residence,1,6d2635e1-f893-45a2-a16a-9b7e779c95eb,10496.80762,429.9049525,3564,2,Los Angeles,Pacific Palisades,,,38436.29,,,
97818,4412013025,4412-013-025,623, , , ,VIA DE LA PAZ,623 VIA DE LA PAZ,LOS ANGELES CA,90272-4365,623 VIA DE LA PAZ LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,110,1987,1993,1,3,4,3504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190523,474249,2024,777838,575754,0,0,7000,0,0,0,1988,1994,19871028,9,D95C ,,,,,TRACT # 9300 LOT   26 BLK   22,,,,,,TRACT # 9300 LOT   26 BLK   22,2/11/2019 10:14,0,0,4412-013,4412-NDX,34.04120107,-118.5289531,6401419.887,1837797.676,"34.041201, -118.528953",Palisades,Destroyed (>50%),Single Residence,1,95c68c01-5802-421f-9a04-3bbc4fd198af,7064.782227,385.2909002,3504,1,Los Angeles,Pacific Palisades,,,9178.49,,,
97819,4412013026,4412-013-026,621, , , ,VIA DE LA PAZ,621 VIA DE LA PAZ,LOS ANGELES CA,90272-4365,621 VIA DE LA PAZ LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,110,1940,1940,1,3,2,1522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20160719,843437,2024,251448,307112,0,0,7000,0,0,0,1984,1984,19840106,9,D7B  ,,,,,TRACT # 9300 LOT   27 BLK   22,,,,,,TRACT # 9300 LOT   27 BLK   22,2/11/2019 10:14,0,0,4412-013,4412-NDX,34.04106879,-118.529003,6401404.567,1837749.615,"34.041069, -118.529003",Palisades,Destroyed (>50%),Single Residence,1,7f4b34e7-dafb-414a-ae16-21a52e4c115a,7557.961914,403.8317976,1522,1,Los Angeles,Pacific Palisades,,,2967.09,,,
97820,4412013027,4412-013-027,611, , , ,VIA DE LA PAZ,611 VIA DE LA PAZ,LOS ANGELES CA,90272-4365,611 VIA DE LA PAZ LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,120,1939,1951,1,4,3,2901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20110310,369788,2024,159100,169705,0,0,0,0,0,0,1975,1975,19691223,9,D8B  ,,,,,TRACT,,,,,# 9300 LOTS 28 AND LOT   29 BLK   22,TRACT # 9300 LOTS 28 AND LOT   29 BLK   22,2/11/2019 10:14,0,0,4412-013,4412-NDX,34.04086987,-118.5290844,6401379.52,1837677.357,"34.040870, -118.529084",Palisades,Destroyed (>50%),Single Residence,1,f555b3c7-b79a-49ed-8160-681a41f5c900,16975.68164,542.5942091,2901,2,Los Angeles,Pacific Palisades,,,1877.38,,,
97821,4412013028,4412-013-028,607, , , ,VIA DE LA PAZ,607 VIA DE LA PAZ,LOS ANGELES CA,90272-4365,607 VIA DE LA PAZ LOS ANGELES CA 90272,67,LOS ANGELES,0,,,103,1,Residential,Single,123,2013,2014,1,6,6,4135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170501,479732,2024,3359439,2415039,0,0,7000,0,0,0,2017,2017,20170501,5075050,D10D ,,,,,TRACT # 9300 LOT   30 BLK   22,,,,,,TRACT # 9300 LOT   30 BLK   22,2/11/2019 10:14,0,0,4412-013,4412-NDX,34.04067574,-118.5291639,6401355.066,1837606.836,"34.040676, -118.529164",Palisades,Destroyed (>50%),Single Residence,1,39abf14c-3892-45d1-9c12-f61d75d60577,9419.132813,478.2983046,4135,1,Los Angeles,Pacific Palisades,,,39641.38,,,
97822,4412013029,4412-013-029,601, , , ,VIA DE LA PAZ,601 VIA DE LA PAZ,LOS ANGELES CA,90272-4365,601 VIA DE LA PAZ LOS ANGELES CA 90272,67,LOS ANGELES,0,,,101,1,Residential,Single,133,2004,2004,1,4,5,4277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20181220,1291765,2024,790447,1744440,0,0,0,0,0,0,1995,2005,19950526,9,D11D ,,,,,TRACT # 9300 LOT   31 BLK   22,,,,,,TRACT # 9300 LOT   31 BLK   22,2/11/2019 10:14,0,0,4412-013,4412-NDX,34.04053139,-118.5292201,6401337.791,1837554.395,"34.040531, -118.529220",Palisades,Destroyed (>50%),Single Residence,1,e6f6b5d1-ed14-4d78-b762-fc6487082ceb,12027.14941,518.7400015,4277,1,Los Angeles,Pacific Palisades,,,9327.27,,,
97823,4412014001,4412-014-001,600, , , ,RADCLIFFE AVE,600 RADCLIFFE AVE,LOS ANGELES CA,90272-4331,600 RADCLIFFE AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,120,1939,1955,1,3,3,2112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20240726,,2024,756371,603506,0,0,7000,0,0,0,2001,2001,20000915,0,D75A ,,,,,TRACT # 9300 LOT    1 BLK   23,,,,,,TRACT # 9300 LOT    1 BLK   23,2/11/2019 10:14,0,0,4412-014,4412-NDX,34.04120046,-118.5303296,6401002.96,1837799.627,"34.041200, -118.530330",Palisades,Destroyed (>50%),Single Residence,1,26b4be70-9231-4ad9-9dd4-be5b39799d93,6026.566406,307.6517745,2112,1,Los Angeles,Pacific Palisades,,,8925.18,,,
97824,4412014003,4412-014-003,616, , , ,RADCLIFFE AVE,616 RADCLIFFE AVE,LOS ANGELES CA,90272-4331,616 RADCLIFFE AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,110,1946,1965,1,3,3,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20240521,,2024,783620,195581,0,0,7000,0,0,0,1992,1992,19920428,0,D8B  ,,,,,TRACT # 9300 LOT ON NE LINE OF RADCLIFFE,AVE COM NW THEREON 10.5 FT FROM SW,COR OF LOT 3 BLK 23 TH NW ON SD NE LINE,85 FT TH E TO E LINE OF LOT 4 SD BLK TH,SEE ASSESSOR MAPBOOK FOR MISSING PORTION,BEG PART OF LOTS 3 AND LOT    4 BLK   23,"TRACT # 9300 LOT ON NE LINE OF RADCLIFFE AVE COM NW THEREON 10.5 FT FROM SW COR OF LOT 3 BLK 23 TH NW ON SD NE LINE 85 FT TH E TO E LINE OF LOT 4 SD BLK TH S 6¢09'05"""" E 55 FT TO A PT N 6¢09'05"""" W 10.4 FT FROM SE COR OF SD LOT 3 TH W TO BEG PART OF LOTS 3 AND LOT    4 BLK   23",2/11/2019 10:14,0,0,4412-014,4412-NDX,34.04156683,-118.5305082,6400949.566,1837933.265,"34.041567, -118.530508",Palisades,Destroyed (>50%),Single Residence,1,5276f0c9-057a-4650-b9f8-0b6569c37ae8,6944.317383,344.2037257,1953,1,Los Angeles,Pacific Palisades,,,9246.72,,,
97825,4412014004,4412-014-004,626, , , ,RADCLIFFE AVE,626 RADCLIFFE AVE,LOS ANGELES CA,90272-4331,626 RADCLIFFE AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,101,1,Residential,Single,130,1941,1962,1,4,5,3554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20031218,3816850,2024,318612,329818,0,0,7000,0,0,0,1985,1985,19840710,0,D7B  ,,,,,TRACT,# 9300 LOT COM AT NE COR OF LOT 5 BLK,23 TH S ON E LINE OF LOTS 5 AND 4 SD BLK,60 FT TH W TO SE LINE OF RADCLIFFE AVE,SEE ASSESSOR MAPBOOK FOR MISSING PORTION,OF LOT 4 AND ALL OF LOT    5 BLK   23,TRACT # 9300 LOT COM AT NE COR OF LOT 5 BLK 23 TH S ON E LINE OF LOTS 5 AND 4 SD BLK 60 FT TH W TO SE LINE OF RADCLIFFE AVE TH NW THEREON 69.74 FT TO N LINE OF SD LOT 5 TH E THEREON 131.91 FT TO BEG PART OF LOT 4 AND ALL OF LOT    5 BLK   23,2/11/2019 10:14,0,0,4412-014,4412-NDX,34.04174982,-118.5305259,6400944.543,1837999.884,"34.041750, -118.530526",Palisades,Destroyed (>50%),Single Residence,1,d7a81bc9-a694-4e48-b281-8fd99b72e120,7683.148438,374.1550078,3554,1,Los Angeles,Pacific Palisades,,,3759.62,,,
97826,4412014005,4412-014-005,632, , , ,RADCLIFFE AVE,632 RADCLIFFE AVE,LOS ANGELES CA,90272-4331,632 RADCLIFFE AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,130,2017,2017,1,5,6,4467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180413,358612,2024,3007995,1894707,0,0,7000,0,0,0,2018,2018,20180413,4395043,D10D ,,,,,TRACT # 9300 LOT    6 BLK   23,,,,,,TRACT # 9300 LOT    6 BLK   23,2/11/2019 10:14,0,0,4412-014,4412-NDX,34.04190438,-118.5305117,6400949.154,1838056.109,"34.041904, -118.530512",Palisades,Destroyed (>50%),Single Residence,1,33717d66-959c-419c-a872-09e5734c9481,6894.394531,376.3254366,4467,1,Los Angeles,Pacific Palisades,,,35494.34,,,
97827,4412014006,4412-014-006,638, , , ,RADCLIFFE AVE,638 RADCLIFFE AVE,LOS ANGELES CA,90272-4331,638 RADCLIFFE AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,101,1,Residential,Single,124,1940,1973,1,5,4,3534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20110407,510493,2024,92272,317448,0,0,7000,0,0,0,1975,1975,19741218,9,D7A  ,,,,,TRACT # 9300 LOT    7 BLK   23,,,,,,TRACT # 9300 LOT    7 BLK   23,2/11/2019 10:14,0,0,4412-014,4412-NDX,34.04204077,-118.5304917,6400955.476,1838105.712,"34.042041, -118.530492",Palisades,Destroyed (>50%),Single Residence,1,37dad98f-7446-404c-808c-5dd0e11e883a,7315.204102,392.3031174,3534,1,Los Angeles,Pacific Palisades,,,1088.81,,,
97828,4412014007,4412-014-007,644, , , ,RADCLIFFE AVE,644 RADCLIFFE AVE,LOS ANGELES CA,90272-4331,644 RADCLIFFE AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,120,1922,1951,1,5,6,3610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190827,866340,2024,574229,651146,0,0,7000,0,0,0,1987,1987,19870429,9,D7B  ,,,,,TRACT # 9300 LOT    8 BLK   23,,,,,,TRACT # 9300 LOT    8 BLK   23,2/11/2019 10:14,0,0,4412-014,4412-NDX,34.0421759,-118.5304636,6400964.263,1838154.842,"34.042176, -118.530464",Palisades,Destroyed (>50%),Single Residence,1,b2af70ba-cd21-4bb6-8b19-db983b3de2e6,7486.447266,398.9420801,3610,2,Los Angeles,Pacific Palisades,,,6775.9,,,
97829,4412014008,4412-014-008,650, , , ,RADCLIFFE AVE,650 RADCLIFFE AVE,LOS ANGELES CA,90272-4331,650 RADCLIFFE AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,120,1946,1974,1,4,4,3373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20040423,998180,2024,457022,469648,0,0,7000,0,0,0,1984,1984,19840620,0,D8B  ,,,,,TRACT # 9300 LOT    9 BLK   23,,,,,,TRACT # 9300 LOT    9 BLK   23,2/11/2019 10:14,0,0,4412-014,4412-NDX,34.04231045,-118.5304303,6400974.542,1838203.755,"34.042310, -118.530430",Palisades,Destroyed (>50%),Single Residence,1,b16529bd-cb06-4111-885b-d2c8cd81d986,7498.373047,399.9279601,3373,2,Los Angeles,Pacific Palisades,,,5392.86,,,
97830,4412014009,4412-014-009,654, , , ,RADCLIFFE AVE,654 RADCLIFFE AVE,LOS ANGELES CA,90272-4331,654 RADCLIFFE AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,120,1950,1950,1,7,4,2723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000215,230865,2024,92748,250342,0,0,7000,0,0,0,1975,1975,19781113,0,D7B  ,,,,,TRACT # 9300 LOT   10 BLK   23,,,,,,TRACT # 9300 LOT   10 BLK   23,2/11/2019 10:14,0,0,4412-014,4412-NDX,34.04244498,-118.5303967,6400984.974,1838252.655,"34.042445, -118.530397",Palisades,Destroyed (>50%),Single Residence,1,54180f6e-ecc9-410c-b68c-abd693650539,7498.442383,399.9427165,2723,2,Los Angeles,Pacific Palisades,,,1094.43,,,
97831,4412014010,4412-014-010,660, , , ,RADCLIFFE AVE,660 RADCLIFFE AVE,LOS ANGELES CA,90272-4331,660 RADCLIFFE AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,110,1940,1945,1,3,2,1566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19840523,614082,2024,457022,142164,0,0,7000,0,0,0,1984,1984,19840523,295002,D65D ,,,,,TRACT # 9300 LOT   11 BLK   23,,,,,,TRACT # 9300 LOT   11 BLK   23,2/11/2019 10:14,0,0,4412-014,4412-NDX,34.0425795,-118.5303631,6400995.405,1838301.557,"34.042580, -118.530363",Palisades,Destroyed (>50%),Single Residence,1,febbf46c-ba07-4810-9ee1-196a3da73834,7500.442383,399.9939166,1566,2,Los Angeles,Pacific Palisades,,,5392.86,,,
97832,4412014011,4412-014-011,664, , , ,RADCLIFFE AVE,664 RADCLIFFE AVE,LOS ANGELES CA,90272-4331,664 RADCLIFFE AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,101,1,Residential,Single,120,1940,1962,1,4,3,2544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20120726,1103822,2024,766761,377159,0,0,7000,0,0,0,1997,1997,19960912,9,D75C ,,,,,TRACT # 9300 LOT   12 BLK   23,,,,,,TRACT # 9300 LOT   12 BLK   23,2/11/2019 10:14,0,0,4412-014,4412-NDX,34.04271403,-118.5303296,6401005.833,1838350.461,"34.042714, -118.530330",Palisades,Affected (1-9%),Single Residence,1,1e933711-c7c3-47d1-a71a-223128c2dfa3,7500.245117,400.0057369,2544,1,Los Angeles,Pacific Palisades,,,9047.78,,,
97833,4412014012,4412-014-012,670, , , ,RADCLIFFE AVE,670 RADCLIFFE AVE,LOS ANGELES CA,90272-4331,670 RADCLIFFE AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,110,1945,1975,1,2,2,2278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230227,122290,2024,3121200,780300,0,0,0,0,0,0,2023,2023,20230227,3825038,D7D  ,,,,,TRACT # 9300 LOT   13 BLK   23,,,,,,TRACT # 9300 LOT   13 BLK   23,2/11/2019 10:14,0,0,4412-014,4412-NDX,34.04286199,-118.5302926,6401017.311,1838404.248,"34.042862, -118.530293",Palisades,Destroyed (>50%),Single Residence,1,0dc67fe6-ecb9-48ac-9674-4527dce02807,9000.12793,420.0196057,2278,2,Los Angeles,Pacific Palisades,,,36830.16,,,
97834,4412014013,4412-014-013,669, , , ,HAVERFORD AVE,669 HAVERFORD AVE,LOS ANGELES CA,90272-4311,669 HAVERFORD AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,101,1,Residential,Single,121,1998,1998,1,4,3,3810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20090424,599505,2024,774424,553532,0,0,0,0,0,0,1997,1999,19970324,9,D9C  ,,,,,TRACT # 9300 LOT   14 BLK   23,,,,,,TRACT # 9300 LOT   14 BLK   23,2/11/2019 10:14,0,0,4412-014,4412-NDX,34.04277789,-118.5298078,6401164.005,1838372.867,"34.042778, -118.529808",Palisades,Destroyed (>50%),Single Residence,1,e558870a-ae76-4d04-a420-2d66f1631a21,8999.72168,419.999704,3810,2,Los Angeles,Pacific Palisades,,,9138.2,,,
97835,4412014014,4412-014-014,665, , , ,HAVERFORD AVE,665 HAVERFORD AVE,LOS ANGELES CA,90272-4311,665 HAVERFORD AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,110,1925,1935,1,5,2,2152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191016,1100389,2024,92748,55732,0,0,7000,0,0,0,1975,1975,19700130,9,D75C ,,,,,TRACT # 9300 LOT   15 BLK   23,,,,,,TRACT # 9300 LOT   15 BLK   23,2/11/2019 10:14,0,0,4412-014,4412-NDX,34.04262993,-118.5298448,6401152.522,1838319.082,"34.042630, -118.529845",Palisades,Destroyed (>50%),Single Residence,1,67446143-19cf-4209-992e-b7b133c9c665,7499.591797,399.9947165,2152,2,Los Angeles,Pacific Palisades,,,1094.43,,,
97836,4412014015,4412-014-015,659, , , ,HAVERFORD AVE,659 HAVERFORD AVE,LOS ANGELES CA,90272-4311,659 HAVERFORD AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,101,1,Residential,Single,131,1948,1967,1,3,3,2507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20110729,1017574,2024,1403826,350952,0,0,7000,0,0,0,2012,2012,20110729,1425014,D8A  ,,,,,TRACT # 9300 LOT   16 BLK   23,,,,,,TRACT # 9300 LOT   16 BLK   23,2/11/2019 10:14,0,0,4412-014,4412-NDX,34.04249541,-118.5298784,6401142.08,1838270.183,"34.042495, -118.529878",Palisades,Destroyed (>50%),Single Residence,1,41cfcbea-13a0-4f68-8985-6525654aaffa,7501.125977,400.0217906,2507,2,Los Angeles,Pacific Palisades,,,16565.15,,,
97837,4412014016,4412-014-016,655, , , ,HAVERFORD AVE,655 HAVERFORD AVE,LOS ANGELES CA,90272-4311,655 HAVERFORD AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,130,1940,1950,1,3,2,1581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20201015,1278836,2024,540129,172898,0,0,7000,0,0,0,1995,1995,19940720,9,D7C  ,,,,,TRACT # 9300 LOT   17 BLK   23,,,,,,TRACT # 9300 LOT   17 BLK   23,2/11/2019 10:14,0,0,4412-014,4412-NDX,34.04236089,-118.529912,6401131.646,1838221.281,"34.042361, -118.529912",Palisades,Destroyed (>50%),Single Residence,1,01edad13-cbd9-4c5e-a867-41af762e3d4c,7500.516602,400.0217846,1581,2,Los Angeles,Pacific Palisades,,,6373.52,,,
97838,4412014018,4412-014-018,637, , , ,HAVERFORD AVE,637 HAVERFORD AVE,LOS ANGELES CA,90272-4311,637 HAVERFORD AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,130,1990,2000,1,4,4,3416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191011,1086250,2024,1823957,899635,0,0,7000,0,0,0,2013,2013,20120703,9,D10D ,,,,,TRACT # 9300 LOT   20 BLK   23,,,,,,TRACT # 9300 LOT   20 BLK   23,2/11/2019 10:14,0,0,4412-014,4412-NDX,34.04195744,-118.5300128,6401100.341,1838074.62,"34.041957, -118.530013",Palisades,Destroyed (>50%),Single Residence,1,f683ce17-ecde-4d53-b0f8-a2fd94f177e0,7500.461914,400.0079871,3416,1,Los Angeles,Pacific Palisades,,,21522.69,,,
